gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000162875,0.0001632496278868776,0.1694915254237288,854,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__Slackia,s__Slackia exigua,t__,0.026260859654395396,0.012235177262051842,0.055461978423226296
G000691645,0.0001632496278868776,0.08050847457627118,4164,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.026260859654395396,0.012235177262051842,0.055461978423226296
G000430525,0.00016444999279781054,0.288135593220339,3141,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella corporis,t__,0.026451654374055833,0.012357120891027345,0.05571551244570658
G000192225,0.00016444999279781054,0.13559322033898305,1111,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 338,t__,0.026451654374055833,0.012357120891027345,0.05571551244570658
G000473125,0.00016565035770874345,0.0635593220338983,3482,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium genosp. SA-4,t__,0.026642415734918545,0.012479268605619483,0.05596877673356776
G000431415,0.00016805108753060931,0.11016949152542373,3172,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus anaerobius CAG:621,t__,0.02702383839891842,0.012724167736314539,0.056474504697509136
G900104395,0.00017045181735247516,0.11016949152542373,10187,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.027405127683832742,0.012969857872332468,0.05697917917053115
G000691725,0.00017045181735247516,0.1228813559322034,4167,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.027405127683832742,0.012969857872332468,0.05697917917053115
G000017585,0.0001716521822634081,0.07203389830508475,316,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter hominis,t__,0.02759572232080476,0.013092994463158043,0.05723112647509685
G000510425,0.00018005473663993855,0.2245762711864407,3668,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__,s__[Eubacterium] nodatum,t__,0.02892895177987964,0.013960210251220209,0.05898766184239185
G000253395,0.0001824554664618044,0.1652542372881356,1603,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus,t__,0.029309574729861843,0.014209620818901703,0.05948730455880462
G000177075,0.0001824554664618044,0.25,984,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella buccalis,t__,0.029309574729861843,0.014209620818901703,0.05948730455880462
G000175375,0.0001824554664618044,0.1228813559322034,964,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium matruchotii,t__,0.029309574729861843,0.014209620818901703,0.05948730455880462
G000014205,0.0001836558313727373,0.2288135593220339,216,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus sanguinis,t__,0.029499836269432422,0.014334589582213196,0.0597367641662964
G000242335,0.0001836558313727373,0.2288135593220339,1499,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella dentalis,t__,0.029499836269432422,0.014334589582213196,0.0597367641662964
G000691685,0.0001836558313727373,0.13135593220338984,4166,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.029499836269432422,0.014334589582213196,0.0597367641662964
G001189495,0.000188457291016469,0.13559322033898305,6023,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__,s__[Eubacterium] sulci,t__,0.030260549633835176,0.014836181427882376,0.06073223087657326
G000235445,0.00019205838574926778,0.2457627118644068,1432,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Johnsonella,s__Johnsonella ignava,t__,0.030830735354296035,0.015214131915209338,0.06147638688985229
G000010185,0.0001932587506602007,0.09322033898305085,98,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Finegoldia,s__Finegoldia magna,t__,0.031020730752145842,0.01534044150640107,0.06172398191142457
G000614205,0.00020046094012579824,0.25,3947,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella saccharolytica,t__,0.03216000512160522,0.016101616785149854,0.06320486063380176
G000164695,0.00021486531905699332,0.15254237288135594,867,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__Rothia dentocariosa,t__,0.03443496724647577,0.017640064459185884,0.06614346262506843
G000242215,0.00021966677870072503,0.08898305084745763,1496,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__Fusobacterium necrophorum subsp. funduliforme,0.03519222634862629,0.018157342391742673,0.06711644537543325
G000173895,0.00021966677870072503,0.17796610169491525,947,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria cinerea,t__,0.03519222634862629,0.018157342391742673,0.06711644537543325
G000146855,0.00022086714361165794,0.08898305084745763,664,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptoanaerobacter,s__[Eubacterium] yurii,t__[Eubacterium] yurii subsp. margaretiae,0.03538145825222905,0.018286993225458,0.06735919662324161
G000238055,0.00022326787343352378,0.15677966101694915,1462,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium parvum,t__,0.03575982264569988,0.018546684482940917,0.06784411388588843
G001402935,0.00022566860325538965,0.461864406779661,6375,k__Archaea,p__Euryarchaeota,c__Thermoplasmata,o__Thermoplasmatales,f__Ferroplasmaceae,g__Acidiplasma,s__Acidiplasma cupricumulans,t__,0.03613805451864782,0.01880688775153916,0.06832825834144615
G000340375,0.00022686896816632258,0.22033898305084745,2232,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Eggerthia,s__Eggerthia catenaformis,t__,0.036327120771563304,0.01893717864887568,0.06857004353059984
G000467935,0.0002280693330772555,0.19915254237288135,3435,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__,s__Peptostreptococcaceae bacterium oral taxon 113,t__,0.03651615390829244,0.01906759428553624,0.0688116388088781
G000183565,0.00023047006289912133,0.13135593220338984,1028,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus harei,t__,0.036894120851950984,0.01932879554456781,0.06929426390198778
G001707835,0.00023287079272098717,0.4661016949152542,7775,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Planctopirus,s__Planctopirus sp. JC280,t__,0.03727195538685968,0.019590483186792622,0.06977614203589605
G000234115,0.00023287079272098717,0.25,1425,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella rava,t__,0.03727195538685968,0.019590483186792622,0.06977614203589605
G000160635,0.00023647188745378595,0.19915254237288135,834,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium sinus,t__,0.03783845900428817,0.019983908842206022,0.07049757662500007
G000262225,0.00024367407691938347,0.07203389830508475,1645,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__Fusobacterium necrophorum subsp. funduliforme,0.03897057323444497,0.020773882350505958,0.07193556620223782
G000287635,0.000252076631295914,0.2288135593220339,1793,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. MSX73,t__,0.04028986942080326,0.02170055377625613,0.07360522571536277
G000701685,0.00025327699620684687,0.23728813559322035,4213,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Gemella,s__Gemella sanguinis,t__,0.040478208193741705,0.02183336153419982,0.07384306238755241
G000007525,0.0002544773611177798,0.1059322033898305,27,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium longum,t__,0.040666513952927974,0.021966273267786853,0.07408073011413438
G000017005,0.00025567772602871273,0.22033898305084745,300,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus gordonii,t__,0.04085478670298881,0.022099288147772435,0.07431822973345875
G000160055,0.00025687809093964567,0.18220338983050846,823,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister invisus,t__,0.04104302644862534,0.022232405353746557,0.07455556207518715
G000433275,0.0002604791856724444,0.1906779661016949,3219,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister invisus CAG:218,t__,0.04160754770534647,0.022632362852057542,0.07526656360156912
G000378745,0.00026167955058337735,0.3220338983050847,2492,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella amnii,t__,0.04179565547966613,0.022765881328583752,0.07550323495759081
G000239695,0.0002760839295145724,0.2033898305084746,1477,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces graevenitzii,t__,0.04405037756779173,0.024375559612016248,0.07833077462149787
G000613345,0.0002760839295145724,0.3050847457627119,3937,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella disiens,t__,0.04405037756779173,0.024375559612016248,0.07833077462149787
G001553935,0.00028328611898017,0.15254237288135594,7143,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces oris,t__,0.045175960136909055,0.025185314844760876,0.07973612838298497
G000177375,0.0002868872137129687,0.13559322033898305,987,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__Bulleidia extructa,t__,0.04573830724176953,0.025591357097647132,0.08043676649636756
G000209465,0.0002904883084457675,0.2923728813559322,1217,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae bacterium oral taxon 500,t__,0.04630035839396329,0.025998152653205417,0.08113606888209052
G001536065,0.0002952897680894992,0.21610169491525424,7084,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Chrysopegis,s__Candidatus Chrysopegis kryptomonas,t__,0.047049299776104614,0.02654168968454775,0.08206642353781878
G000373045,0.000298890862822298,0.2584745762711864,2379,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia shahii,t__,0.04761066085958754,0.0269501786927709,0.0827626744386454
G000204235,0.000298890862822298,0.11864406779661017,1203,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Propionibacterium,s__Propionibacterium humerusii,t__,0.04761066085958754,0.0269501786927709,0.0827626744386454
G000158295,0.0003192970663081577,0.08898305084745763,796,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.050786128353197735,0.029277722132422617,0.08668434522723324
G001262035,0.0003252988908628223,0.19491525423728814,6056,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,s__Aggregatibacter aphrophilus,t__,0.05171828665003653,0.029966183867738708,0.08783033996275125
G000017405,0.0003325010803284198,0.1271186440677966,310,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Brucellaceae,g__Ochrobactrum,s__Ochrobactrum anthropi,t__,0.05283579639531122,0.03079452003898773,0.08920122573737932
G000023205,0.000345705094348682,0.11440677966101695,449,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Micrococcus,s__Micrococcus luteus,t__,0.05488150683993176,0.03231900765708419,0.09170262811598591
G001283625,0.0003505065539924137,0.15254237288135594,6157,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.055624421528359,0.03287516028701941,0.0926085068406874
G000184945,0.0003517069189033466,0.2542372881355932,1041,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella buccae,t__,0.055810068593952766,0.03301434241828201,0.09283467194918522
G000165735,0.00036130983819081,0.2033898305084746,876,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera micronuciformis,t__,0.0572940707064622,0.03412981152976412,0.0946396695516256
G000832085,0.0003721131223892063,0.4915254237288136,5024,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Sanguibacteroides,s__Sanguibacteroides justesenii,t__,0.05896107957971364,0.035388817489663,0.09666128151343023
G000173915,0.0003721131223892063,0.25,948,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Gemella,s__Gemella haemolysans,t__,0.05896107957971364,0.035388817489663,0.09666128151343023
G001761345,0.0003865175013204014,0.13559322033898305,7886,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas melonis,t__,0.06117965676036141,0.03707381813989055,0.09934236683689004
G000146675,0.00039131896096413307,0.3093220338983051,663,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella marshii,t__,0.06191814211475233,0.03763700269416618,0.10023249685544272
G001995095,0.0003973207855187977,0.4957627118644068,9877,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Oceanospirillum,s__Oceanospirillum linum,t__,0.0628405180230307,0.038342000786273096,0.10134270381940941
G001705425,0.000408124069717194,0.1059322033898305,7765,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium sp. UASWS1009,t__,0.06449875020506124,0.039613733006391885,0.10333431728509028
G001425865,0.00041892735391559034,0.5169491525423728,6514,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Rhizobacter,s__Rhizobacter sp. Root404,t__,0.06615435666921499,0.040888805299494534,0.10531742335248859
G000023905,0.00042132808373745615,0.2542372881355932,469,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia buccalis,t__,0.06652191297592625,0.04117258824678611,0.1057569789706842
G000154225,0.0004225284486483891,0.2627118644067797,731,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces odontolyticus,t__,0.06670564257864697,0.04131453725876093,0.1059766036954211
G000023285,0.00042732990829212077,0.17372881355932204,453,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga ochracea,t__,0.06744023742603955,0.04188271090654072,0.10685408823231948
G001444445,0.00042732990829212077,0.3559322033898305,6773,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella enoeca,t__,0.06744023742603955,0.04188271090654072,0.10685408823231948
G000160135,0.00042973063811398664,0.15254237288135594,827,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium sp. oral taxon 078,t__,0.0678073407761638,0.042167020750300946,0.10729222555057467
G000221145,0.00043813319249051707,0.13559322033898305,1326,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__[Propionibacterium] namnetense,t__,0.06909118424391525,0.043163242326324396,0.10882256514441013
G000455445,0.0004525375714217122,0.2711864406779661,3405,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella timonensis,t__,0.07128837731101356,0.04487497665808585,0.11143483356333961
G000413015,0.000456138666154511,0.1864406779661017,2778,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema socranskii,t__Treponema socranskii subsp. paredis,0.07183694973528254,0.04530364740872194,0.1120857350665086
G001552515,0.0004621404907091756,0.2245762711864407,7133,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Sphaerimonospora,s__Sphaerimonospora mesophila,t__,0.0727505925290367,0.046018724741669445,0.11316867631121812
G001298465,0.0004621404907091756,0.2669491525423729,6194,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter concisus,t__,0.0727505925290367,0.046018724741669445,0.11316867631121812
G000318255,0.0004669419503529073,0.18220338983050846,2076,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 380,t__,0.07348092697303221,0.046591334904309493,0.11403334000131757
G000185385,0.00046814231526384016,0.3093220338983051,1045,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoanaerobaculum,s__Lachnoanaerobaculum saburreum,t__,0.07366343009581433,0.04673456187534273,0.11424927309534028
G000271925,0.00047534450472943776,0.1864406779661017,1700,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 412,t__,0.07475777308523057,0.04759453338892131,0.11554293212397179
G000613785,0.00048614778892783406,0.3728813559322034,3939,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella oulorum,t__,0.07639711717846454,0.048886379916065266,0.11747726015318302
G001262015,0.0005053536275027609,0.3771186440677966,6055,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella fusca,t__,0.07930508537803882,0.05118820787483902,0.12089821672443996
G000187465,0.0005257598309886206,0.3093220338983051,1070,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus infantis,t__,0.08238581373159548,0.053640525449079976,0.12450866990730082
G000614025,0.0005329620204542181,0.3855932203389831,3943,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella aurantiaca,t__,0.08347092281528157,0.05450753300918736,0.1257771208705788
G001274535,0.0005449656695635473,0.3093220338983051,6097,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia sp. oral taxon 212,t__,0.08527688336911132,0.05595413194829286,0.12788459213100836
G000818035,0.0005857780765352666,0.1864406779661017,4935,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria elongata,t__Neisseria elongata subsp. glycolytica,0.09139332089639574,0.060885664309558864,0.13499000503797698
G000373345,0.0005989820905555289,0.3177966101694915,2385,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia wadei,t__,0.09336430468003576,0.062484908912364835,0.13726959085278279
G000438335,0.0006205886589523215,0.24152542372881355,3346,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister sp. CAG:588,t__,0.09658128330143034,0.06510516365137714,0.14098024285843552
G000259485,0.0006337926729725837,0.2966101694915254,1631,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.09854217196749226,0.06670822423336178,0.1432361458390148
G000464455,0.0006337926729725837,0.18220338983050846,3418,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema socranskii,t__Treponema socranskii subsp. socranskii,0.09854217196749226,0.06670822423336178,0.1432361458390148
G000785515,0.0006397944975272482,0.2796610169491525,4821,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus salivarius,t__,0.09943222243103844,0.06743729182519198,0.1442586679050338
G000011025,0.0006505977817256445,0.2966101694915254,118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__Rothia mucilaginosa,t__,0.10103232711150778,0.06875019844273345,0.14609471398689264
G000158615,0.0006638017957459068,0.211864406779661,802,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Eikenella,s__Eikenella corrodens,t__,0.10298454688932501,0.07035579817863535,0.14833101773031626
G001679325,0.0006806069044989676,0.3050847457627119,7687,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.10546368878835943,0.0724006013623055,0.1511650832047085
G001428745,0.0006878090939645652,0.6059322033898306,6556,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Leifsonia,s__Leifsonia sp. Root227,t__,0.10652429477510839,0.07327734278463986,0.15237557902737336
G000164675,0.0006998127430738944,0.3305084745762712,866,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus parasanguinis,t__,0.10828946385034899,0.07473904287466812,0.15438767286609384
G000382385,0.0007094156623613578,0.3347457627118644,2587,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella maculosa,t__,0.10969934490896438,0.07590877580568671,0.15599253888447528
G000832075,0.0007178182167378883,0.6822033898305084,5023,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Sanguibacteroides,s__Sanguibacteroides justesenii,t__,0.11093134912850078,0.07693253084748072,0.15739332709921605
G000468115,0.0007178182167378883,0.19491525423728814,3438,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema socranskii,t__Treponema socranskii subsp. socranskii,0.11093134912850078,0.07693253084748072,0.15739332709921605
G000261285,0.0007202189465597542,0.326271186440678,1642,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.11128306912956898,0.07722506945574664,0.15779296173456062
G000425005,0.0007310222307581504,0.326271186440678,2984,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium moorei,t__,0.11286426385350357,0.07854167631498413,0.15958809341029875
G000160675,0.0007322225956690834,0.2288135593220339,836,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,s__Granulicatella adiacens,t__,0.11303979615767323,0.0786879830564165,0.15978722839514448
G000242235,0.0007574302587986748,0.21610169491525424,1497,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Stomatobaculum,s__Stomatobaculum longum,t__,0.11671877820642029,0.08176105178023389,0.16395427376814303
G000186165,0.0008102463148797234,0.23728813559322035,1058,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria mucosa,t__,0.12438271481172869,0.08820175534153521,0.1725959421015604
G000191065,0.000817448504345321,0.3728813559322034,1104,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella multiformis,t__,0.12542315503157042,0.08908002220937945,0.1737652269213184
G000186945,0.0008462572622077112,0.3389830508474576,1067,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium moorei,t__,0.12957381496463793,0.09259258466985841,0.17842102491878886
G000413055,0.0008882700340903635,0.2033898305084746,2780,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema maltophilum,t__,0.13559512302637589,0.09771253122689123,0.18515081201128764
G000488855,0.0009062755077543573,0.2033898305084746,3555,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__,s__[Eubacterium] brachy,t__,0.1381641980961581,0.09990545069151693,0.18801374668839207
G001063255,0.0009182791568636866,0.2288135593220339,5969,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Morococcus,s__Morococcus cerebrosus,t__,0.13987309749007826,0.1013668435616065,0.18991541088898736
G000296385,0.0009674941182119365,0.3644067796610169,1813,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoanaerobaculum,s__Lachnoanaerobaculum sp. OBRC5-5,t__,0.14684775969354757,0.10735303276496655,0.19765512452254536
G000262545,0.0009903010515196619,0.3220338983050847,1650,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella bivia,t__,0.15006262857865593,0.11012362882261632,0.2012112833188408
