gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000565015,0.00015844816824314592,0.08898305084745763,3837,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas catoniae,t__,0.02602313130872791,0.012083555309115129,0.0551457589124445
G000235445,0.00016084889806501176,0.25,1432,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Johnsonella,s__Johnsonella ignava,t__,0.026412739877719082,0.012332230894927122,0.055663820009556525
G000175375,0.00016084889806501176,0.1016949152542373,964,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium matruchotii,t__,0.026412739877719082,0.012332230894927122,0.055663820009556525
G900104395,0.0001620492629759447,0.1059322033898305,10187,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.02660749209322799,0.012456889647440267,0.05592242712847441
G000691645,0.0001632496278868776,0.11440677966101695,4164,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.026802209602663662,0.012581759305578862,0.056180755041371044
G000192225,0.00016444999279781054,0.15677966101694915,1111,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 338,t__,0.026996892410985462,0.012706837614385316,0.05643880601296389
G001813205,0.00016565035770874345,0.08898305084745763,9020,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. HMSC064B08,t__,0.027191540523072044,0.012832122354371426,0.05669658227234217
G000253395,0.00016685072261967638,0.17372881355932204,1603,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus,t__,0.02738615394388133,0.012957611340839986,0.0569540860139601
G000430525,0.00016685072261967638,0.2796610169491525,3141,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella corporis,t__,0.02738615394388133,0.012957611340839986,0.0569540860139601
G000466425,0.00016925145244154225,0.1483050847457627,3424,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 863,t__,0.027775276731417886,0.01320919348354968,0.05746828455245684
G000177075,0.00017045181735247516,0.2584745762711864,984,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella buccalis,t__,0.02796978610798051,0.013335282437317669,0.057724983571164415
G000691745,0.0001716521822634081,0.07203389830508475,4168,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.028164260813015707,0.013461567231258041,0.05798141851728882
G000381525,0.00017525327699620684,0.15677966101694915,2559,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus anaerobius,t__,0.028747476948038142,0.013841576585890563,0.058749159084976396
G000510425,0.00017645364190713975,0.21610169491525424,3668,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__,s__[Eubacterium] nodatum,t__,0.028941813016125417,0.013968624822245972,0.059004557755791325
G000691725,0.00018125510155087146,0.1059322033898305,4167,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.02971881086873207,0.014478659434141325,0.06002362903006604
G000162875,0.0001824554664618044,0.16101694915254236,854,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__Slackia,s__Slackia exigua,t__,0.029912973751561767,0.014606619328092343,0.06027777522046855
G000164695,0.0001872569261055361,0.1271186440677966,867,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__Rothia dentocariosa,t__,0.030689279109490153,0.015120210774439084,0.06129192685383738
G000242335,0.00018965765592740194,0.2076271186440678,1499,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella dentalis,t__,0.031077224153386207,0.015378033801579396,0.061797566747658655
G000340375,0.0001932587506602007,0.19491525423728814,2232,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Eggerthia,s__Eggerthia catenaformis,t__,0.03165888228619029,0.01576601551697756,0.06255426885812387
G000014205,0.0001980602103039324,0.23728813559322035,216,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus sanguinis,t__,0.03243394239510666,0.01628558658922087,0.06355999025702927
G000146855,0.00020046094012579824,0.11016949152542373,664,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptoanaerobacter,s__[Eubacterium] yurii,t__[Eubacterium] yurii subsp. margaretiae,0.032821265080427486,0.01654631438508009,0.06406150060119115
G000017585,0.000204062034858597,0.07627118644067797,316,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter hominis,t__,0.033401990007723814,0.016938551224804945,0.06481211106998264
G000183565,0.00020526239976952993,0.11864406779661017,1028,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus harei,t__,0.033595495909655826,0.01706959659058639,0.06506187887203717
G000010185,0.0002076631295913958,0.0847457627118644,98,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Finegoldia,s__Finegoldia magna,t__,0.033982404132336885,0.01733212873930376,0.06556076921467476
G000238055,0.0002088634945023287,0.1694915254237288,1462,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium parvum,t__,0.03417580646290286,0.0174636128464795,0.06580989445033737
G000160635,0.0002088634945023287,0.1906779661016949,834,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium sinus,t__,0.03417580646290286,0.0174636128464795,0.06580989445033737
G000614205,0.0002088634945023287,0.2542372881355932,3947,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella saccharolytica,t__,0.03417580646290286,0.0174636128464795,0.06580989445033737
G000262225,0.00021126422432419454,0.09322033898305085,1645,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__Fusobacterium necrophorum subsp. funduliforme,0.034562507587138414,0.017727010564656497,0.06630751166067461
G000467935,0.0002172660488788592,0.211864406779661,3435,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__,s__Peptostreptococcaceae bacterium oral taxon 113,t__,0.03552865666191851,0.018387950962372383,0.06754792045228772
G000701685,0.00022206750852259087,0.2076271186440678,4213,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Gemella,s__Gemella sanguinis,t__,0.03630095526097643,0.01891913843376848,0.06853659089264597
G000242215,0.0002244682383444567,0.1228813559322034,1496,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__Fusobacterium necrophorum subsp. funduliforme,0.03668689778179168,0.019185518001043775,0.06902973334762866
G000173895,0.0002244682383444567,0.15677966101694915,947,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria cinerea,t__,0.03668689778179168,0.019185518001043775,0.06902973334762866
G000378745,0.0002280693330772555,0.3050847457627119,2492,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella amnii,t__,0.03726555320021907,0.019586044271517986,0.06976798166116795
G000017005,0.00023287079272098717,0.2245762711864407,300,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus gordonii,t__,0.038036611687375044,0.02012181999281559,0.07074962335271931
G001707835,0.00023407115763192008,0.4576271186440678,7775,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Planctopirus,s__Planctopirus sp. JC280,t__,0.03822929025788857,0.020256067740165345,0.07099456061253871
G001402935,0.00024247371200845056,0.4449152542372881,6375,k__Archaea,p__Euryarchaeota,c__Thermoplasmata,o__Thermoplasmatales,f__Ferroplasmaceae,g__Acidiplasma,s__Acidiplasma cupricumulans,t__,0.039577077027193486,0.02119909176945212,0.07270393604012612
G000433275,0.00024247371200845056,0.1652542372881356,3219,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister invisus CAG:218,t__,0.039577077027193486,0.02119909176945212,0.07270393604012612
G000007525,0.00025087626638498105,0.09745762711864407,27,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium longum,t__,0.04092317935770695,0.02214763878309027,0.07440447356394217
G000287635,0.00025687809093964567,0.2033898305084746,1793,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. MSX73,t__,0.04188365066634403,0.022828381971000636,0.07561390591076124
G001536065,0.0002604791856724444,0.1483050847457627,7084,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Chrysopegis,s__Candidatus Chrysopegis kryptomonas,t__,0.04245952160364519,0.023238060635298857,0.07633752206439254
G000239695,0.0002628799154943103,0.19491525423728814,1477,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces graevenitzii,t__,0.04284326404036631,0.02351167983074239,0.07681909519901144
G000160055,0.00027008210495990784,0.1906779661016949,823,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister invisus,t__,0.04399366847911956,0.024334869159757026,0.07825986347666511
G001553935,0.0002712824698708407,0.1440677966101695,7143,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces oris,t__,0.04418528260166643,0.02447239948303115,0.07849942336242668
G000613345,0.0002736831996927066,0.2966101694915254,3937,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella disiens,t__,0.04456840807615292,0.02474773816737976,0.07897806284701847
G000234115,0.0002784846593364383,0.25,1425,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella rava,t__,0.045334248079862305,0.02529950775225853,0.0799334408734335
G000177375,0.0002880875786239017,0.1483050847457627,987,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__Bulleidia extructa,t__,0.04686428540448362,0.0264072620825359,0.08183674902072872
G000204235,0.00030249195755509674,0.11864406779661017,1203,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Propionibacterium,s__Propionibacterium humerusii,t__,0.049155239388598004,0.02807881262628755,0.0846737195884601
G000209465,0.0003192970663081577,0.3008474576271186,1217,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae bacterium oral taxon 500,t__,0.051821807767206685,0.030042781865376417,0.08795746807462175
G000373045,0.0003204974312190906,0.2711864406779661,2379,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia shahii,t__,0.05201202130856486,0.030183598419472064,0.08819098543244654
G001262035,0.0003204974312190906,0.17796610169491525,6056,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,s__Aggregatibacter aphrophilus,t__,0.05201202130856486,0.030183598419472064,0.08819098543244654
G000023205,0.0003288999855956211,0.1228813559322034,449,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Micrococcus,s__Micrococcus luteus,t__,0.053342562756033995,0.031171200650540333,0.08982184443945362
G000017405,0.0003349018101502857,0.11864406779661017,310,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Brucellaceae,g__Ochrobactrum,s__Ochrobactrum anthropi,t__,0.054291928701934555,0.031878590004964055,0.09098277563589874
G001705425,0.0003601094732798771,0.11016949152542373,7765,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium sp. UASWS1009,t__,0.05826999104885511,0.03486612065478491,0.09582393914503991
G000832085,0.0003661112978345417,0.5254237288135594,5024,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Sanguibacteroides,s__Sanguibacteroides justesenii,t__,0.05921494378653114,0.035581088849328965,0.09696860645461665
G001283625,0.000376914582032938,0.15254237288135594,6157,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.06091372518258664,0.03687129141948771,0.0990215490724533
G000184945,0.0003781149469438709,0.3093220338983051,1041,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella buccae,t__,0.061102309465052795,0.0370148971209754,0.09924907095566966
G000165735,0.00038051567676573677,0.1906779661016949,876,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera micronuciformis,t__,0.06147937656493807,0.03730225432338759,0.09970376924283365
G000173915,0.0003877178662313343,0.2457627118644068,948,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Gemella,s__Gemella haemolysans,t__,0.06260976649498129,0.038165468435517026,0.10106512485106803
G001425865,0.00038891823114226725,0.4872881355932203,6514,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Rhizobacter,s__Rhizobacter sp. Root404,t__,0.06279804654311649,0.03830950064861878,0.1012916214996434
G000146675,0.0003901185960532002,0.3050847457627119,663,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella marshii,t__,0.06298629281177703,0.03845357863554826,0.10151800589751037
G001444445,0.00039492005569693187,0.326271186440678,6773,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella enoeca,t__,0.06373894018939263,0.03903034206044958,0.10242242743529786
G001761345,0.00039852115042973067,0.16101694915254236,7886,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas melonis,t__,0.06430307127710544,0.039463380054029135,0.10309958062680241
G000160135,0.0004009218802515965,0.11864406779661017,827,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium sp. oral taxon 078,t__,0.06467898995840649,0.03975228914087792,0.10355046698001866
G000185385,0.0004069237048062611,0.2923728813559322,1045,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoanaerobaculum,s__Lachnoanaerobaculum saburreum,t__,0.06561819645889178,0.040475304452234115,0.10467577876944313
G001995095,0.000408124069717194,0.5508474576271186,9877,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Oceanospirillum,s__Oceanospirillum linum,t__,0.06580593662031198,0.040620032499115895,0.10490051710517112
G000154225,0.0004129255293609257,0.24152542372881355,731,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces odontolyticus,t__,0.06655656029937762,0.04119935184546077,0.10579840015019368
G000023905,0.00043933355740145006,0.2330508474576271,469,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia buccalis,t__,0.07067536581062595,0.04439656110966878,0.11070686290311013
G001298465,0.0004417342872233159,0.2796610169491525,6194,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter concisus,t__,0.07104899609536897,0.0446880782463145,0.11115063771834728
G000413015,0.00045493830124357804,0.1864406779661017,2778,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema socranskii,t__Treponema socranskii subsp. paredis,0.07310156377879307,0.046293789349848784,0.1135843114290142
G000455445,0.00045493830124357804,0.2923728813559322,3405,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella timonensis,t__,0.07310156377879307,0.046293789349848784,0.1135843114290142
G000023285,0.00046814231526384016,0.1906779661016949,453,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga ochracea,t__,0.0751500765148132,0.04790328981711984,0.11600621577455478
G000613785,0.0004777452345513036,0.3771186440677966,3939,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella oulorum,t__,0.0766373607381492,0.04907605426166,0.1177603771286915
G000271925,0.00048014596437316945,0.19491525423728814,1700,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 412,t__,0.07700884749912151,0.04936952314299163,0.11819798181587922
G000221145,0.00048254669419503526,0.13559322033898305,1326,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__[Propionibacterium] namnetense,t__,0.07738020061975015,0.04966310000691776,0.11863521552072867
G000318255,0.00048374705910596825,0.19491525423728814,2076,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 380,t__,0.07756582707703241,0.04980992845334818,0.11885369375758827
G000187465,0.00048494742401690113,0.3220338983050847,1070,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus infantis,t__,0.07775142013878811,0.049956783322909204,0.11907207985003365
G001262015,0.0004993518029480962,0.3855932203389831,6055,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella fusca,t__,0.07997593379029222,0.05172103522824495,0.12168559669524115
G001552515,0.0005161569117011571,0.211864406779661,7133,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Sphaerimonospora,s__Sphaerimonospora mesophila,t__,0.08256513377441055,0.05378368861836993,0.12471840260774447
G001274535,0.000548566764296346,0.2923728813559322,6097,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia sp. oral taxon 212,t__,0.08754019039924932,0.057773304855327834,0.13051953205116304
G000614025,0.0005557689537619437,0.4279661016949153,3943,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella aurantiaca,t__,0.08864247489033861,0.05866173214278822,0.13180036391661293
G000373345,0.000565371873049407,0.3516949152542373,2385,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia wadei,t__,0.09011033382363942,0.05984723767522401,0.13350355585927023
G000438335,0.0005881788063571326,0.25,3346,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister sp. CAG:588,t__,0.09358802169282643,0.06266673030390696,0.13752803708868258
G000011025,0.0006001824554664618,0.2542372881355932,118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__Rothia mucilaginosa,t__,0.09541360022707768,0.06415266628445863,0.13963477883951003
G000785515,0.000612186104575791,0.3050847457627119,4821,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus salivarius,t__,0.09723588605453437,0.06563982428037134,0.14173381863771006
G000818035,0.0006301915782397848,0.2033898305084746,4935,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria elongata,t__Neisseria elongata subsp. glycolytica,0.09996315149435142,0.06787261279062348,0.14486819764688172
G001428745,0.0006337926729725837,0.5932203389830508,6556,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Leifsonia,s__Leifsonia sp. Root227,t__,0.10050771827842342,0.0683194395083094,0.14549306021655184
G000158615,0.0006361934027944496,0.2457627118644068,802,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Eikenella,s__Eikenella corrodens,t__,0.10087059883096172,0.06861737043280133,0.14590926612911995
G001679325,0.0006710039852115043,0.2923728813559322,7687,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.1061176503790916,0.07294105702247691,0.15191160216662003
G000259485,0.0006866087290536324,0.288135593220339,1631,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.10846085822144014,0.07488113787126802,0.15458287628133988
G000464455,0.0007046142027176262,0.19491525423728814,3418,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema socranskii,t__Treponema socranskii subsp. socranskii,0.11115771814625641,0.07712079665947605,0.15765054797207506
G000832075,0.0007130167570941566,0.6440677966101694,5023,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Sanguibacteroides,s__Sanguibacteroides justesenii,t__,0.11241374855195174,0.07816630423135047,0.1590768663905996
G000468115,0.0007130167570941566,0.1906779661016949,3438,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema socranskii,t__Treponema socranskii subsp. socranskii,0.11241374855195174,0.07816630423135047,0.1590768663905996
G000382385,0.0007178182167378883,0.3601694915254237,2587,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella maculosa,t__,0.11313076563101065,0.07876381788232645,0.15989041846187152
G000425005,0.0007262207711144188,0.3347457627118644,2984,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium moorei,t__,0.11438429610605105,0.07980959108690838,0.16131155146745152
G000242235,0.0007454266096893455,0.2330508474576271,1497,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Stomatobaculum,s__Stomatobaculum longum,t__,0.1172435453076528,0.0822004062474523,0.1645476434721319
G000160675,0.0007478273395112114,0.19915254237288135,836,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,s__Granulicatella adiacens,t__,0.11760036880633218,0.08249929439319109,0.16495097208326576
G000261285,0.0007718346377298699,0.3177966101694915,1642,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.12116149578755564,0.0854884349998962,0.16897001072714665
G000191065,0.0007838382868391991,0.3771186440677966,1104,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella multiformis,t__,0.12293722053506517,0.08698308127760901,0.1709699315895174
G000164675,0.0007922408412157296,0.3432203389830508,866,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus parasanguinis,t__,0.12417831198443086,0.08802931932985332,0.1723661201593466
G000413055,0.0008234503288999856,0.2033898305084746,2780,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema maltophilum,t__,0.12877429585733868,0.09191489199732315,0.1775252906262748
G000186945,0.0008450568972967782,0.3559322033898305,1067,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium moorei,t__,0.1319434387937919,0.09460412138261949,0.1810728289514526
G000186165,0.0008690641955154368,0.2542372881355932,1058,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria mucosa,t__,0.13545256793743854,0.09759099349970074,0.18499180607305316
G001063255,0.0008882700340903635,0.2669491525423729,5969,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Morococcus,s__Morococcus cerebrosus,t__,0.13825069436845605,0.09997936785559605,0.18811005130634087
G000488855,0.0009098766024871561,0.2076271186440678,3555,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__,s__[Eubacterium] brachy,t__,0.14138886221589375,0.10266485232322586,0.19160037660602053
G000262545,0.0009326835357948817,0.3135593220338983,1650,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella bivia,t__,0.14469023171650075,0.1054976226452408,0.195264591467253
G000634595,0.0009602919287463389,0.2288135593220339,4060,k__Bacteria,p__Cyanobacteria,c__,o__Synechococcales,f__Prochloraceae,g__Prochlorococcus,s__Prochlorococcus sp. scB245a_521O23,t__,0.148671362953685,0.10892376862100757,0.199673179124239
