gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000156575,7.633458295872843e-05,0.10179640718562874,778,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus lactolyticus,t__,0.018508288579588084,0.006407145750457231,0.05226261319134845
G000006845,7.803090702447796e-05,0.10179640718562874,6,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria gonorrhoeae,t__,0.018916235399704773,0.0066184627207111005,0.05284884406960587
G001536065,7.803090702447796e-05,0.1377245508982036,7084,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Chrysopegis,s__Candidatus Chrysopegis kryptomonas,t__,0.018916235399704773,0.0066184627207111005,0.05284884406960587
G001431645,7.972723109022747e-05,0.10778443113772455,6587,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas panacihumi,t__,0.019324037190828758,0.0068313687041187884,0.053433202398828324
G000024225,7.972723109022747e-05,0.10179640718562874,484,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium parvulum,t__,0.019324037190828758,0.0068313687041187884,0.053433202398828324
G000253395,7.972723109022747e-05,0.1377245508982036,1603,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus,t__,0.019324037190828758,0.0068313687041187884,0.053433202398828324
G000381265,8.1423555155977e-05,0.0658682634730539,2556,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Curvibacter,s__Curvibacter lanceolatus,t__,0.019731693988559673,0.00704582249074898,0.054015729458545436
G001553935,8.1423555155977e-05,0.12574850299401197,7143,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces oris,t__,0.019731693988559673,0.00704582249074898,0.054015729458545436
G001057055,8.1423555155977e-05,0.09580838323353294,5965,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__Cellulomonas flavigena,t__,0.019731693988559673,0.00704582249074898,0.054015729458545436
G000160115,8.1423555155977e-05,0.1377245508982036,826,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Shuttleworthia,s__Shuttleworthia satelles,t__,0.019731693988559673,0.00704582249074898,0.054015729458545436
G000163695,8.311987922172651e-05,0.16167664670658682,859,k__Bacteria,p__Bacteroidetes,c__,o__,f__,g__,s__Bacteroidetes oral taxon 274,t__,0.020139205828499707,0.007261784521448534,0.05459646487751367
G000158195,8.481620328747604e-05,0.20359281437125748,793,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium mortiferum,t__,0.02054657274625238,0.007479216796410698,0.05517544672514568
G000210715,8.481620328747604e-05,0.0718562874251497,1227,k__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Fretibacterium,s__Fretibacterium fastidiosum,t__,0.02054657274625238,0.007479216796410698,0.05517544672514568
G000381525,8.651252735322557e-05,0.1437125748502994,2559,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus anaerobius,t__,0.020953794777366697,0.007698082790132087,0.0557527115964442
G001185205,8.820885141897508e-05,0.0658682634730539,6003,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Devosia,s__Devosia sp. H5989,t__,0.021360871957572414,0.007918347372402088,0.05632829469147255
G000314675,9.160149955047413e-05,0.0718562874251497,2011,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__Afipia broomeae,t__,0.022174591907532126,0.00836293831981718,0.057474549813639385
G001189495,9.160149955047413e-05,0.12574850299401197,6023,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__,s__[Eubacterium] sulci,t__,0.022174591907532126,0.00836293831981718,0.057474549813639385
G001457475,9.329782361622364e-05,0.08383233532934131,6794,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Achromobacter,s__Achromobacter xylosoxidans,t__,0.02258123474852125,0.008587200760965974,0.058045285904040914
G000372405,9.66904717477227e-05,0.1437125748502994,2367,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas somerae,t__,0.02339408634062523,0.009039508324393913,0.059182126745437075
G000378725,9.66904717477227e-05,0.1497005988023952,2491,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus lacrimalis,t__,0.02339408634062523,0.009039508324393913,0.059182126745437075
G000218235,9.838679581347221e-05,0.17365269461077845,1290,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella multisaccharivorax,t__,0.023800295162990648,0.009267496131235939,0.05974828895116574
G000238055,9.838679581347221e-05,0.1497005988023952,1462,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium parvum,t__,0.023800295162990648,0.009267496131235939,0.05974828895116574
G001571285,0.00010008311987922174,0.10778443113772455,7247,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera,s__Kluyvera cryocrescens,t__,0.024206359383737275,0.00949667006085006,0.06031298233376954
G000688375,0.00010347576801072076,0.20958083832335328,4142,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. HUN102,t__,0.025018054162846637,0.00995847215138862,0.061438067045146344
G000429225,0.00010347576801072076,0.08383233532934131,3103,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces dentalis,t__,0.025018054162846637,0.00995847215138862,0.061438067045146344
G001022195,0.00010517209207647028,0.10179640718562874,5851,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella oxytoca,t__,0.025423684792541423,0.010191050403346107,0.06199850842234252
G000238795,0.00010517209207647028,0.19760479041916168,1471,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus sputorum,t__,0.025423684792541423,0.010191050403346107,0.06199850842234252
G000014205,0.00011026106427371884,0.19760479041916168,216,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus sanguinis,t__,0.026639710069757405,0.010895211362911859,0.06367171209893584
G000196295,0.00011195738833946837,0.15568862275449102,1166,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria lactamica,t__,0.02704476307702619,0.011131999587229206,0.06422681423519985
G000160535,0.00011535003647096741,0.23353293413173654,830,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella bergensis,t__,0.027854436177758513,0.011608551605351146,0.06533319657921322
G000447675,0.00011704636053671693,0.11976047904191617,3387,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema pedis,t__,0.028259056342532562,0.011848275541504891,0.06588451678402746
G000694955,0.00012043900866821597,0.08982035928143713,4171,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Lelliottia,s__Lelliottia amnigena,t__,0.02906786407912887,0.012330524059277401,0.06698351081644115
G000420505,0.00012213533273396548,0.08982035928143713,2832,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Alloscardovia,s__Alloscardovia omnicolens,t__,0.029472051722336134,0.012573012229412407,0.06753122119508412
G000025565,0.000123831656799715,0.1497005988023952,531,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter cloacae,t__Enterobacter cloacae subsp. cloacae,0.029876095263017266,0.012816386275391056,0.06807776397327131
G000008805,0.00012552798086546454,0.16167664670658682,66,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria meningitidis,t__,0.030279994736841176,0.013060629273887608,0.06862315614406213
G000175375,0.00012552798086546454,0.10179640718562874,964,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium matruchotii,t__,0.030279994736841176,0.013060629273887608,0.06862315614406213
G000160695,0.00012722430493121407,0.15568862275449102,837,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas flueggei,t__,0.03068375017947922,0.013305724778113037,0.06916741422398424
G000185145,0.00013231327712846263,0.16766467065868262,1043,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella oralis,t__,0.03189415267703066,0.01404596861998193,0.07079354232118014
G000194985,0.00013400960119421215,0.09580838323353294,1136,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister micraerophilus,t__,0.032297332351631236,0.014294318576085381,0.07133342030603523
G000385925,0.00013400960119421215,0.17964071856287425,2653,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus cristatus,t__,0.032297332351631236,0.014294318576085381,0.07133342030603523
G000758945,0.00013570592525996168,0.16167664670658682,4686,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium parvulum,t__,0.03270036817349975,0.014543445330479965,0.07187224025634169
G000614105,0.00013570592525996168,0.24550898203592814,3945,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella micans,t__,0.03270036817349975,0.014543445330479965,0.07187224025634169
G000758925,0.00013570592525996168,0.2634730538922156,4685,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. S7-1-8,t__,0.03270036817349975,0.014543445330479965,0.07187224025634169
G000565075,0.00013570592525996168,0.17365269461077845,3838,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. BS2,t__,0.03270036817349975,0.014543445330479965,0.07187224025634169
G000411115,0.00014079489745721024,0.17964071856287425,2766,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga granulosa,t__,0.033908612879235855,0.015295348701413823,0.07348249027897846
G001190745,0.00014079489745721024,0.17365269461077845,6030,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter gracilis,t__,0.033908612879235855,0.015295348701413823,0.07348249027897846
G000719265,0.00014418754558870927,0.1317365269461078,4355,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces roseoverticillatus,t__,0.034713390740087835,0.015800255327197157,0.07455094767958567
G000145515,0.00014418754558870927,0.2215568862275449,653,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.034713390740087835,0.015800255327197157,0.07455094767958567
G000564995,0.00014588386965445877,0.17365269461077845,3836,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. ICM42b,t__,0.03511556419471007,0.016053762227208983,0.07508370153133204
G000017465,0.0001475801937202083,0.10778443113772455,312,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter curvus,t__,0.03551759404639776,0.01630795548014177,0.0756154882822613
G000145555,0.00014927651778595783,0.2155688622754491,654,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.035919480330794396,0.01656282342593699,0.07614631966211605
G000008345,0.00015266916591745685,0.23353293413173654,51,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.036722822340836125,0.01707453816157981,0.07720516182294383
G000333455,0.00015775813811470544,0.3532934131736527,2182,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas sp. B29,t__,0.03792675949438029,0.017846894732518825,0.07878653725628247
G000170715,0.00015775813811470544,0.31137724550898205,913,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Beggiatoa,s__Beggiatoa sp. PS,t__,0.03792675949438029,0.017846894732518825,0.07878653725628247
G000190695,0.00015775813811470544,0.1317365269461078,1100,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Kingella,s__Kingella denitrificans,t__,0.03792675949438029,0.017846894732518825,0.07878653725628247
G900106575,0.00016115078624620447,0.20958083832335328,10209,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga granulosa,t__,0.038728667439072884,0.018364868106580775,0.07983631713939934
G000525775,0.00016115078624620447,0.2215568862275449,3792,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__Mogibacterium,s__Mogibacterium timidum,t__,0.038728667439072884,0.018364868106580775,0.07983631713939934
G000454045,0.000162847110311954,0.10179640718562874,3394,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus erythropolis,t__,0.03912940647127716,0.018624745883823308,0.08035989577654337
G000144735,0.00016623975844345303,0.24550898203592814,644,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.0399304548339664,0.0191462364847623,0.08140447792507097
G000430525,0.00016623975844345303,0.32934131736526945,3141,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella corporis,t__,0.0399304548339664,0.0191462364847623,0.08140447792507097
G000762865,0.00016793608250920255,0.23952095808383234,4723,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. S7 MS 2,t__,0.040330764235964045,0.019407831081388528,0.08192549980333413
G000959725,0.0001713287306407016,0.09580838323353294,5128,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__Burkholderia gladioli,t__,0.041130953659864966,0.01993267478850426,0.08296504959547675
G000308635,0.00017641770283795017,0.10778443113772455,1939,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__Nocardia otitidiscaviarum,t__,0.04233016488150909,0.02072395003482822,0.08451826701969078
G000293175,0.0001781140269036997,0.15568862275449102,1800,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. CM59,t__,0.04272961598789382,0.020988745184993843,0.08503441035163288
G000381725,0.00018150667503519872,0.23952095808383234,2565,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium russii,t__,0.04352808946382147,0.021519843837396614,0.08606435047050248
G000162875,0.00018489932316669775,0.18562874251497005,854,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__Slackia,s__Slackia exigua,t__,0.04432599152908523,0.022052903799556142,0.0870912121552179
G000154225,0.0001882919712981968,0.19760479041916168,731,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces odontolyticus,t__,0.0451233224696419,0.02258786737810612,0.08811505365819927
G000242335,0.00019168461942969584,0.23952095808383234,1499,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella dentalis,t__,0.04592008257154123,0.02312467915803769,0.08913593095369102
G001705425,0.00019846991569269393,0.09580838323353294,7765,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium sp. UASWS1009,t__,0.0475118914036774,0.02420363631488595,0.09116900616652349
G000433275,0.00020016623975844348,0.16167664670658682,3219,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister invisus CAG:218,t__,0.04790948728461031,0.024474449950265965,0.09167550399376082
G000007565,0.00020016623975844348,0.1317365269461078,28,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas putida,t__,0.04790948728461031,0.024474449950265965,0.09167550399376082
G900104395,0.00020186256382419298,0.1437125748502994,10187,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.04830694070623798,0.02474568117493181,0.09218130571964456
G000307855,0.000205255211955692,0.19161676646706588,1922,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus azotoformans,t__,0.04910142031467446,0.02528937299383291,0.09319084454539799
G000177075,0.00020864786008719107,0.2934131736526946,984,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella buccalis,t__,0.04989533051520145,0.02583466604232281,0.09419766893260803
G000510425,0.0002120405082186901,0.23952095808383234,3668,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__,s__[Eubacterium] nodatum,t__,0.050688671594007584,0.02638151623830587,0.09520182352287743
G000173895,0.00021712948041593865,0.18562874251497005,947,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria cinerea,t__,0.05187761673542979,0.027204618586721185,0.09670314336083431
G000701685,0.00022221845261318724,0.2634730538922156,4213,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Gemella,s__Gemella sanguinis,t__,0.05306528296356616,0.02803099190837091,0.0981986919130424
G000691745,0.00022561110074468627,0.12574850299401197,4168,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.053856350418877486,0.028583660046796952,0.09919258356108655
G000466425,0.00022900374887618532,0.18562874251497005,3424,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 863,t__,0.0546468501841717,0.02913768692690663,0.10018400661702179
G000691645,0.00022900374887618532,0.12574850299401197,4164,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.0546468501841717,0.02913768692690663,0.10018400661702179
G000340375,0.00023070007294193482,0.2634730538922156,2232,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Eggerthia,s__Eggerthia catenaformis,t__,0.05504188727262094,0.029415198675007824,0.10067880381812316
G000565015,0.00023070007294193482,0.11377245508982035,3837,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas catoniae,t__,0.05504188727262094,0.029415198675007824,0.10067880381812316
G000378745,0.0002357890451391834,0.3413173652694611,2492,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella amnii,t__,0.05622614779075241,0.030249675055537203,0.10215959104975396
G000160635,0.0002374853692049329,0.16766467065868262,834,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium sinus,t__,0.05662061783375816,0.03052846683377381,0.10265199963045482
G000235445,0.00023918169327068244,0.32934131736526945,1432,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Johnsonella,s__Johnsonella ignava,t__,0.05701494620493397,0.03080756824355755,0.10314382160707783
G000287635,0.00023918169327068244,0.20359281437125748,1793,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. MSX73,t__,0.05701494620493397,0.03080756824355755,0.10314382160707783
G000017005,0.00024087801733643194,0.20958083832335328,300,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus gordonii,t__,0.05740913294009542,0.03108697526691847,0.10363506106761344
G000192225,0.0002510559617309291,0.19161676646706588,1111,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 338,t__,0.059771281000614906,0.03276961812953821,0.10657048607715791
G000691685,0.00025784125799392714,0.1437125748502994,4166,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.061343218191611704,0.03389701404626536,0.10851627289615048
G001402935,0.00025784125799392714,0.49700598802395207,6375,k__Archaea,p__Euryarchaeota,c__Thermoplasmata,o__Thermoplasmatales,f__Ferroplasmaceae,g__Acidiplasma,s__Acidiplasma cupricumulans,t__,0.061343218191611704,0.03389701404626536,0.10851627289615048
G000242215,0.00025953758205967667,0.1377245508982036,1496,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__Fusobacterium necrophorum subsp. funduliforme,0.0617358492949075,0.034179534874800487,0.10900135724615945
G000614205,0.0002629302301911757,0.2634730538922156,3947,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella saccharolytica,t__,0.06252068791918852,0.03474535919901148,0.10996991516335153
G001552515,0.00027141185051992336,0.20958083832335328,7133,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Sphaerimonospora,s__Sphaerimonospora mesophila,t__,0.06448031525497921,0.036164335346217,0.11238206721343583
G001707835,0.00027480449865142237,0.49700598802395207,7775,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Planctopirus,s__Planctopirus sp. JC280,t__,0.06526317925201397,0.03673362674526218,0.113343297602337
G000239695,0.00027989347084867095,0.17964071856287425,1477,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces graevenitzii,t__,0.06643641871115191,0.03758931192766053,0.11478132954256838
G000691725,0.00028328611898016995,0.17964071856287425,4167,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium necrophorum,t__,0.06721787441120974,0.03816090084622117,0.11573750915057632
G000160055,0.00028328611898016995,0.19760479041916168,823,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister invisus,t__,0.06721787441120974,0.03816090084622117,0.11573750915057632
G000467935,0.00028498244304591953,0.25748502994011974,3435,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__,s__Peptostreptococcaceae bacterium oral taxon 113,t__,0.06760839118700057,0.03844702662661356,0.11621485497721948
G000634595,0.0002951603874404166,0.19760479041916168,4060,k__Bacteria,p__Cyanobacteria,c__,o__Synechococcales,f__Prochloraceae,g__Prochlorococcus,s__Prochlorococcus sp. scB245a_521O23,t__,0.06994853906165599,0.040168252121021986,0.11906868635442935
G000234115,0.00031381995216366135,0.31137724550898205,1425,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella rava,t__,0.07422568338629598,0.04334234004772912,0.12425653945943106
G000613345,0.00032399789655815847,0.3532934131736527,3937,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella disiens,t__,0.07655152516664243,0.04508285412830523,0.1270631134217581
G001486445,0.00033926481314990416,0.23353293413173654,6932,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__,s__Eggerthellaceae bacterium AT8,t__,0.08003085084697548,0.04770457244363424,0.13124357758164965
G000373045,0.0003494427575444013,0.3473053892215569,2379,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia shahii,t__,0.08234412128179958,0.049459086349497985,0.13401157437409456
G000011025,0.0003664059982018965,0.2634730538922156,118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__Rothia mucilaginosa,t__,0.08618843146710109,0.052394036400694746,0.13859236207621634
G000613785,0.0003765839425963936,0.39520958083832336,3939,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella oulorum,t__,0.08848834589717247,0.05416090413767471,0.14132189366142944
G000307875,0.0003816729147936422,0.23353293413173654,1923,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus bataviensis,t__,0.08963642977332498,0.05504587005723267,0.14268146497119472
